,id,name,description,pic_url,total_comics,total_series,total_stories,total_events
1009220,1009220,Captain America,"Vowing to serve his country any way he could, young Steve Rogers took the super soldier serum to become America's one-man army. Fighting for the red, white and blue for over 60 years, Captain America is the living, breathing symbol of freedom and liberty.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/537ba56d31087.jpg,2426,689,3592,31
1010740,1010740,Winter Soldier,,http://i.annihil.us/u/prod/marvel/i/mg/d/03/5265478293c1e.jpg,216,106,232,11
1009471,1009471,Nick Fury,,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5261a745e658d.jpg,531,200,606,10
1009552,1009552,S.H.I.E.L.D.,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/51097abb8e306.jpg,165,72,196,1
1009228,1009228,Sharon Carter,,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/4ce59f2323b88.jpg,114,44,141,4
1011109,1011109,X-Men (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4feb34f2017a0.jpg,186,27,309,0
1010808,1010808,Hawkeye (Kate Bishop),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831.jpg,97,38,95,3
1009515,1009515,Punisher,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/5261675f6b22f.jpg,738,203,949,9
1009252,1009252,Crossbones,,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4c00405a403c0.jpg,46,23,61,2
1009535,1009535,Red Skull,,http://i.annihil.us/u/prod/marvel/i/mg/2/03/526036550cd37.jpg,173,88,210,7
1010899,1010899,Spitfire,"During World War II, Jacqueline Falsworth bravely served in Britain’s Home Guard.",http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00359222ceb.jpg,29,14,33,1
1011010,1011010,Spider-Man (Ultimate),"Peter’s relatively normal life changed abruptly during a school trip to Osborn Industries, Inc, where the company had been working on a super soldier serum, the Oz Compound; a spider exposed to it escaped and bit Peter before it was destroyed.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/531771b4e8c60.jpg,260,45,351,0
1009175,1009175,Beast,,http://i.annihil.us/u/prod/marvel/i/mg/2/80/511a79a0451a3.jpg,820,218,913,30
1009243,1009243,Colossus,,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/51127cf4b996f.jpg,696,167,853,27
1009257,1009257,Cyclops,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526547e2d90ad.jpg,981,286,1098,29
1009310,1009310,Emma Frost,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/51151ef7cf4c8.jpg,421,139,472,17
1009508,1009508,Kitty Pryde,,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5261677b30b64.jpg,355,128,372,14
1009718,1009718,Wolverine,"Born with super-human senses and the power to heal from almost any wound, Wolverine was captured by a secret Canadian organization and given an unbreakable skeleton and claws. Treated like an animal, it took years for him to control himself. Now, he's a premiere member of both the X-Men and the Avengers.",http://i.annihil.us/u/prod/marvel/i/mg/2/60/537bcaef0f6cf.jpg,2573,697,3581,42
1009726,1009726,X-Men,"Feared and hated by humans because they're different, the X-Men are heroic mutants, individuals born with special powers who've sworn to use their gifts to protect mutants as well as humans.",http://i.annihil.us/u/prod/marvel/i/mg/8/03/510c08f345938.jpg,3643,906,5317,42
1009359,1009359,Hydra,,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd.jpg,146,74,151,3
1009454,1009454,Morbius,,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/535fee11e0e1a.jpg,109,45,121,3
1009610,1009610,Spider-Man (Peter Parker),"Bitten by a radioactive spider, high school student Peter Parker gained the speed, strength and powers of a spider. Adopting the name Spider-Man, Peter hoped to start a career using his new abilities. Taught that with great power comes great responsibility, Spidey has vowed to use his powers to help people.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/526548a343e4b.jpg,4171,1086,6163,38
1009368,1009368,Iron Man,"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man.",http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55.jpg,2635,650,3962,31
1010898,1010898,Sin,,http://i.annihil.us/u/prod/marvel/i/mg/e/70/5269647684f61.jpg,55,17,71,3
1010676,1010676,Colleen Wing,"Colleen Wing was raised in Japan by her grandfather Kanji Ozawa, who taught her the ways of a samurai, in which she became highly skilled, after which she teamed up with Misty Knight at the behest of Tony Stark as a new Heroes for Hire tasked with capturing superhumans who have not registered.",http://i.annihil.us/u/prod/marvel/i/mg/8/e0/52740e24bddb4.jpg,87,23,93,3
1010682,1010682,Misty Knight,,http://i.annihil.us/u/prod/marvel/i/mg/d/90/511151789a863.jpg,174,61,190,6
1009367,1009367,Iron Fist (Danny Rand),,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63.jpg,408,115,465,11
1009268,1009268,Deadpool,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5261a86cacb99.jpg,867,242,1095,15
1009270,1009270,Deathbird,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770.jpg,36,12,40,3
1009313,1009313,Gambit,,http://i.annihil.us/u/prod/marvel/i/mg/a/40/52696aa8aee99.jpg,496,126,624,14
1009363,1009363,Imperial Guard,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a0286b06bf.jpg,17,11,19,2
1009546,1009546,Rogue,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5112d84e2166c.jpg,630,164,784,25
1010338,1010338,Captain Marvel (Carol Danvers),,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5269608c1be7a.jpg,556,190,655,16
1009378,1009378,Jessica Jones,,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5390e41260345.jpg,163,55,179,9
1009215,1009215,Luke Cage,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5112d8b6e596c.jpg,396,137,415,15
1011197,1011197,Scarlet Spider (Ben Reilly),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce5a531089da.jpg,77,29,82,0
1011426,1011426,Scarlet Spider (Kaine),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4ed7bd3756650.jpg,82,20,89,1
1009277,1009277,Domino,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/526031dc10516.jpg,280,73,322,10
1009393,1009393,Lady Deathstrike,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/535ff2c1ef191.jpg,93,34,97,2
1009482,1009482,Omega Red,,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003d09267ae.jpg,62,24,67,1
1009554,1009554,Sabretooth,,http://i.annihil.us/u/prod/marvel/i/mg/1/00/4ce1895117793.jpg,309,113,326,8
1009705,1009705,Warpath,"James Proudstar was once a member of Professor X's New Mutants and is currently a member of the X-Men black ops team, X-Force.",http://i.annihil.us/u/prod/marvel/i/mg/2/e0/526035de08b23.jpg,215,45,257,5
1009709,1009709,Weapon X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,46,19,48,1
1009283,1009283,Dragon Man,,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c003f1aa3a1f.jpg,37,20,45,2
1009299,1009299,Fantastic Four,"After being exposed to cosmic rays, Reed Richards, Susan Storm, Ben Grimm and Johnny Storm found they had amazing new powers. Reed Richards found he has the ability to stretch his body in any way he wanted, while Susan Storm can turn herself, objects and other people invisible. Ben Grimm transformed into a rocky, super-strong behemoth and Johnny Storm has the ability to set himself on fire. Dubbed the Fantastic Four, Mr. Fantastic, Invisible Woman, Thing and the Human Torch are Marvel's First Family.",http://i.annihil.us/u/prod/marvel/i/mg/9/60/50febc4f55525.jpg,1477,409,2340,24
1009312,1009312,Galactus,,http://i.annihil.us/u/prod/marvel/i/mg/5/03/528d31a791308.jpg,234,110,259,9
1009365,1009365,Inhumans,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3.jpg,246,111,276,12
1009592,1009592,Silver Surfer,"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe.",http://i.annihil.us/u/prod/marvel/i/mg/3/50/527bb6490a176.jpg,541,175,790,13
1009599,1009599,Skrulls,,http://i.annihil.us/u/prod/marvel/i/mg/8/70/52028ba02bc7d.jpg,132,62,141,5
1009168,1009168,Banshee,,http://i.annihil.us/u/prod/marvel/i/mg/b/03/52740e4619f54.jpg,180,53,204,10
1009267,1009267,Dazzler,,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177.jpg,206,69,272,11
1009337,1009337,Havok,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8.jpg,352,97,397,14
1017577,1017577,Ms. Marvel (Kamala Khan),"A Muslim-American teenager growing up in Jersey City, Kamala Khan gained shape-shifting powers when Inhumanity spread over the Earth. A fan of super heroes, in particular Carol Danvers, Kamala took up Captain Marvel's former identity, becoming the new Ms. Marvel. This up and coming hero works to protect her community and understand her place in the world.",http://i.annihil.us/u/prod/marvel/i/mg/5/b0/548730dac2a40.jpg,241,84,243,2
1010860,1010860,Squirrel Girl,"Escaping the taunts of her fellow school students regarding her physical mutation, Los-Angeles born Doreen Green fled into the nearby woods where she quickly discovered her affinity for squirrels.",http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c0035beb0c55.jpg,123,46,126,2
1009351,1009351,Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets.",http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0.jpg,1723,507,2613,26
1009560,1009560,Sasquatch (Walter Langkowski),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,96,35,114,4
1017438,1017438,Araña,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,22,8,20,0
1010805,1010805,Machine Man,,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4c003727804b4.jpg,94,27,116,1
1010761,1010761,Sleepwalker,Sleepwalkers are guardians of the Mindscape -- they apprehended beings that invade the sleeping minds of humans.,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c0037640501a.jpg,13,8,13,1
1010801,1010801,Ant-Man (Scott Lang),,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,120,52,142,2
1009505,1009505,Proteus,,http://i.annihil.us/u/prod/marvel/i/mg/a/10/535fedc85b486.jpg,16,10,14,1
1009512,1009512,Psylocke,,http://i.annihil.us/u/prod/marvel/i/mg/1/50/526961ce86539.jpg,431,102,501,21
1009472,1009472,Nightcrawler,,http://i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98.jpg,626,187,738,17
1009430,1009430,Rachel Grey,,http://i.annihil.us/u/prod/marvel/i/mg/d/10/52741143108e7.jpg,88,34,95,8
1009629,1009629,Storm,"Ororo Monroe is the descendant of an ancient line of African priestesses, all of whom have white hair, blue eyes, and the potential to wield magic.",http://i.annihil.us/u/prod/marvel/i/mg/6/40/526963dad214d.jpg,859,221,998,30
1009733,1009733,Charles Xavier,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,86,40,95,4
1009327,1009327,Jean Grey,,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/528d3412090b4.jpg,224,104,242,13
1009281,1009281,Doctor Doom,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bb096d17.jpg,458,220,535,13
1009466,1009466,Namor,,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50febf4ae101d.jpg,343,132,389,16
1009644,1009644,T'Challa,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,5,7,0
1009282,1009282,Doctor Strange,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5261a85a501fe.jpg,887,301,1120,22
1010733,1010733,Star-Lord (Peter Quill),"Refusing to miss his opportunity, Peter Jason Quill stole a scoutship from Cape Canaveral, returned to Eve, and shot his way to the appointed spot, where his old rival Harrelson, NASA's choice to be Star-Lord, was awaiting selection, where Quill was transported away in his stead, and transformed into Star-Lord.",http://i.annihil.us/u/prod/marvel/i/mg/9/a0/537bc55e8b1f5.jpg,99,38,142,4
1009241,1009241,Cloak,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/528d31d76a2b0.jpg,123,52,130,6
1009258,1009258,Dagger,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10.jpg,124,51,143,6
1011385,1011385,Cypher,,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb.jpg,26,6,33,2
1009262,1009262,Daredevil,"Abandoned by his mother, Matt Murdock was raised by his father, boxer ""Battling Jack"" Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter.",http://i.annihil.us/u/prod/marvel/i/mg/d/50/50febb79985ee.jpg,1210,305,1915,17
1009664,1009664,Thor,"As the Norse God of thunder and lightning, Thor wields one of the greatest weapons ever made, the enchanted hammer Mjolnir. While others have described Thor as an over-muscled, oafish imbecile, he's quite smart and compassionate.  He's self-assured, and he would never, ever stop fighting for a worthwhile cause.",http://i.annihil.us/u/prod/marvel/i/mg/d/d0/5269657a74350.jpg,1828,533,2742,27
1009625,1009625,Stepford Cuckoos,The Stepford Cuckoos were five identical mutant sisters who enrolled at the Xavier Institute and soon proved to be the crème de la crème of Emma Frost's telepathy class.,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c003acc72680.jpg,43,14,44,5
1009722,1009722,X-23,"A clone of the mutant Wolverine, X-23 was trained as a living weapon by a secretive government agency.  Now residing with the X-Men, she strives to recover her stolen youth and become a fully realized person.",http://i.annihil.us/u/prod/marvel/i/mg/2/a0/50fec5ed6f3de.jpg,229,62,244,5
1010354,1010354,Adam Warlock,Adam Warlock is an artificially created human who was born in a cocoon at a scientific complex called The Beehive.,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/5202887448860.jpg,188,82,217,8
1009407,1009407,Loki,,http://i.annihil.us/u/prod/marvel/i/mg/d/90/526547f509313.jpg,411,166,481,9
1009652,1009652,Thanos,"The Mad Titan Thanos, a melancholy, brooding individual, consumed with the concept of death, sought out personal power and increased strength, endowing himself with cybernetic implants until he became more powerful than any of his brethren.",http://i.annihil.us/u/prod/marvel/i/mg/6/40/5274137e3e2cd.jpg,282,135,309,8
1009356,1009356,Human Torch,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917.jpg,1176,278,1850,20
1009662,1009662,Thing,"The radiation that mutated Reed Richards, Sue Storm and Johnny Storm into superhuman beings had also mutated Ben Grimm, transforming him into a grotesque, rock-hided strongman dubbed the Thing.",http://i.annihil.us/u/prod/marvel/i/mg/9/00/527bb4d36b5c2.jpg,947,238,1200,23
1009381,1009381,Jubilee,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4e7a2148b6e59.jpg,257,63,292,10
1010787,1010787,Eddie Brock,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4de932f1a298a.jpg,203,80,202,1
1009404,1009404,Lizard,,http://i.annihil.us/u/prod/marvel/i/mg/f/50/528d33efe2cae.jpg,93,34,104,3
1009609,1009609,Spider-Girl (May Parker),"May ""Mayday"" Parker is the daughter of Spider-Man and Mary Jane Watson-Parker. Born with all her fatherï¿½s powers-and the same silly sense of humor-sheï¿½s grown up to become one of Earthï¿½s most trusted heroes and a fitting tribute to her proud papa.",http://i.annihil.us/u/prod/marvel/i/mg/1/70/4c003adccbe4f.jpg,196,37,309,1
1009571,1009571,Sentry (Robert Reynolds),"Empowered by the enigmatic Professor's secret formula, high school student Robert Reynolds became a superhuman.",http://i.annihil.us/u/prod/marvel/i/mg/f/03/52695b1392c78.jpg,110,45,118,7
1009204,1009204,Bloodstorm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,23,6,25,0
1009417,1009417,Magneto,,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5261a7e53f827.jpg,469,169,507,21
1013483,1013483,Nakia (Nakia),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,0
1017583,1017583,Devil Dinosaur (Devil Dinosaur),,http://i.annihil.us/u/prod/marvel/i/mg/9/90/54aedc448b925.jpg,84,32,88,2
1009332,1009332,H.E.R.B.I.E.,,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59fe9811cb.jpg,1,1,1,0
1009297,1009297,Falcon,"With a mental connection to all birds and a suit that gives him wings to fly, The Falcon has been both the partner to Captain America and an Avenger himself. Whether as a super hero or in his secret identity of social worker Sam Wilson, The Falcon dedicates his life to standing up for others.",http://i.annihil.us/u/prod/marvel/i/mg/f/b0/5111505fb7009.jpg,200,73,234,7
1009399,1009399,Legion,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/526547cc31b36.jpg,97,33,107,5
1009165,1009165,Avengers,"Earth's Mightiest Heroes joined forces to take on threats that were too big for any one hero to tackle. With a roster that has included Captain America, Iron Man, Ant-Man, Hulk, Thor, Wasp and dozens more over the years, the Avengers have come to be regarded as Earth's No. 1 team.",http://i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7.jpg,2048,630,2879,33
1010813,1010813,Celestials,,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c0035efbf930.jpg,26,14,29,2
1009376,1009376,Jocasta,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003eac7419a.jpg,73,13,76,6
1009189,1009189,Black Widow,,http://i.annihil.us/u/prod/marvel/i/mg/f/30/50fecad1f395b.jpg,586,223,669,16
1011299,1011299,Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",http://i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d.jpg,352,100,389,9
1011490,1011490,Hank Pym, ,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/5205305343bfd.jpg,241,90,333,8
1009214,1009214,Cable,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/526165df2b584.jpg,441,121,609,12
1009265,1009265,Dark Phoenix,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332.jpg,21,15,21,1
1010747,1010747,Runaways,"The teens who became the Runaways found that some family secrets are bigger than others when they witnessed their parents, part of a cabal known as the Pride, murdering a young girl during a secret sacrificial ritual. ",http://i.annihil.us/u/prod/marvel/i/mg/f/60/535fec953eaab.jpg,137,36,170,1
1011001,1011001,Daken,,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9.jpg,113,31,120,1
1009406,1009406,Lockjaw,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c003d64a5a99.jpg,82,46,94,3
1009338,1009338,Hawkeye,,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b.jpg,649,213,705,19
1009478,1009478,Cassandra Nova,,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c003d0f3c80c.jpg,13,8,10,0
1011223,1011223,Skaar,"The Hulk fathered a son while on the planet Sakaar, but thought him killed while still in his mother's womb; he was wrong.",http://i.annihil.us/u/prod/marvel/i/mg/9/20/4ce18a92c7a50.jpg,77,14,96,3
1011227,1011227,Amadeus Cho,,http://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg,149,34,176,5
1017078,1017078,Nova (Sam Alexander),"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad.",http://i.annihil.us/u/prod/marvel/i/mg/e/20/5269615681f91.jpg,115,22,118,4
1016181,1016181,Spider-Man (Miles Morales),"Teenager Miles Morales grew up in Brooklyn, New York. Recently, Miles took on the controversial and pressured role of Spider-Man shortly after the death of the original. Morales made his debut against The Kangaroo, much to the surprise and disapproval of many present at the confrontation.",http://i.annihil.us/u/prod/marvel/i/mg/f/50/537bcfa1eed73.jpg,344,102,356,2
1009447,1009447,Mister Sinister,,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526034ac3c53a.jpg,109,51,111,6
1010359,1010359,The Hand,,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/52bc82337d577.jpg,42,23,53,4
1009524,1009524,Quicksilver,,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/53176ffc42f58.jpg,374,131,397,11
1009562,1009562,Scarlet Witch,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/5261a7d7c394b.jpg,544,188,614,17
1009274,1009274,Diamondback (Rachel Leighton),,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/526955c158ece.jpg,54,10,61,3
1009577,1009577,Shang-Chi,"Shang-Chi is the son of an internationally-renowned and powerful criminal mastermind whose childhood was a lonely one, full of constant training in rigorous mental and martial arts, with only limited contact with his parents.",http://i.annihil.us/u/prod/marvel/i/mg/3/20/535ff3b116209.jpg,115,63,268,6
1009212,1009212,Bullseye,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a08f322fd1.jpg,128,59,140,4
1009197,1009197,Blink,,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4ce59eeb38a9a.jpg,63,23,67,3
1009294,1009294,Exiles,,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/4ce59fbab92f5.jpg,146,26,215,2
1010704,1010704,Iron Lad,,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c0038c9c6580.jpg,17,6,16,0
1010763,1010763,Gamora,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/526032a2cce62.jpg,70,32,74,5
1009480,1009480,Odin,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/539a06a64b262.jpg,219,86,268,7
1009389,1009389,Kingpin,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526034fb5aff7.jpg,270,102,316,7
1011020,1011020,Darkhawk,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a.jpg,56,18,58,2
1011336,1011336,New Mutants,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/53ea47c1d41a6.jpg,284,56,462,16
1009391,1009391,Kraven the Hunter,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/527410063de71.jpg,75,41,86,1
1011023,1011023,Defenders,,http://i.annihil.us/u/prod/marvel/i/mg/3/80/526031e9c785a.jpg,213,42,278,3
1009280,1009280,Dormammu,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c003f1ddc0e5.jpg,52,26,58,1
1009473,1009473,Nightmare,,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622.jpg,60,26,75,4
1009707,1009707,Wasp,"When Janet Van Dyne's father died, she convinced her father's associate Hank Pym to give her a supply of ""Pym particles""; Pym also subjected her to a procedure which granted her the ability to, upon shrinking, grow wings and fire blasts of energy, which she called her ""wasp's stings.""",http://i.annihil.us/u/prod/marvel/i/mg/9/c0/5390dfd5ef165.jpg,414,161,471,14
1009224,1009224,Captain Marvel (Mar-Vell),,http://i.annihil.us/u/prod/marvel/i/mg/f/60/526032048d1a1.jpg,199,74,292,6
1009229,1009229,Frank Castle,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,24,10,28,2
1009639,1009639,Super-Skrull,"After the Fantastic Four stopped the Skrulls' attempted invasion of Earth, Skrull Emperor Dorrek invested vast resources into creating a superbeing of his own.",http://i.annihil.us/u/prod/marvel/i/mg/9/b0/5274138fe6deb.jpg,31,22,35,3
1009440,1009440,Mephisto,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/526034d178ddc.jpg,119,52,136,3
1011060,1011060,Ego,,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/535fec6d62b7f.jpg,16,14,17,1
1009632,1009632,Stryfe,"Stryfe is the clone of Nathan Christopher Summers, alias Cable, the son of Cyclops of the X-Men.",http://i.annihil.us/u/prod/marvel/i/mg/f/a0/527413b06270b.jpg,49,21,55,1
1011030,1011030,Prodigy,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/535feca6710cd.jpg,28,9,30,3
1011348,1011348,Ricochet,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,2,7,0
1009504,1009504,Professor X,,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3378de525.jpg,422,134,426,15
1010324,1010324,Victor Von Doom,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,39,22,45,0
1009420,1009420,Man-Thing,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4ce5a043191dc.jpg,150,54,185,2
1010861,1010861,Scarecrow (Ebenezer Laughton),"Realizing the criminal potential of his abilities, Umberto stole a flock of trained birds from a fellow performer to assist him in his new costumed criminal guise as the Scarecrow.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,13,12,13,0
1009187,1009187,Black Panther,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5261a80a67e7d.jpg,714,243,934,17
1009239,1009239,Clea,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c00406b55161.jpg,104,30,127,2
1009390,1009390,Klaw,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/526034e1c6ede.jpg,57,29,61,1
1009167,1009167,Bruce Banner,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,126,31,177,7
1017576,1017576,Thor (Goddess of Thunder),"<p class=""Body"">When the Odinson lost his ability to wield Mjolnir, the role of Thor, God of Thunder, was left unoccupied&hellip;albeit for a short time. A mysterious female figure picked up the hammer with ease, changing the inscription to fit her status as the Goddess of Thunder.</p>",http://i.annihil.us/u/prod/marvel/i/mg/4/10/545a857a38f92.jpg,57,30,57,3
1010756,1010756,Champions,,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00376da82bb.jpg,44,25,47,1
1010701,1010701,Elsa Bloodstone,,http://i.annihil.us/u/prod/marvel/i/mg/e/b0/4c0038ccbe4fa.jpg,44,19,46,2
1009303,1009303,Fin Fang Foom,,http://i.annihil.us/u/prod/marvel/i/mg/a/60/4ce59fc647d58.jpg,29,18,33,2
1011285,1011285,Generation X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,102,12,107,1
1009387,1009387,Quentin Quire,,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003d7fc6294.jpg,65,14,66,1
1009185,1009185,Black Cat,,http://i.annihil.us/u/prod/marvel/i/mg/e/03/526952357d91c.jpg,213,77,241,5
1011367,1011367,Dark Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/526032c703d06.jpg,79,22,109,2
1009708,1009708,Mary Jane Watson,"Mary Jane Watson was the guiding light in Peter Parker's life, and their love had overcome countless obstacles.",http://i.annihil.us/u/prod/marvel/i/mg/2/03/528d33d000749.jpg,414,89,452,9
1009325,1009325,Norman Osborn,,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/51e829cd06982.jpg,191,80,222,5
1011300,1011300,High Evolutionary,,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3.jpg,38,28,42,2
1009697,1009697,Vision,The metal monstrosity called Ultron created the synthetic humanoid known as the Vision from the remains of the original android Human Torch of the 1940s to serve as a vehicle of vengeance against the Avengers.,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/5111527040594.jpg,556,164,632,15
